2012.09.15.;39;62;73;83;90
2012.09.08.;1;7;30;44;69
2012.09.01.;24;75;83;84;85
2012.08.25.;7;26;37;81;88
2012.08.18.;11;42;53;64;66
2012.08.11.;16;23;26;74;75
2012.08.04.;16;22;28;40;54
2012.07.28.;7;33;35;83;89
2012.07.21.;19;43;46;47;52
2012.07.14.;20;44;52;65;83
2012.07.07.;17;29;74;76;82
2012.06.30.;11;12;31;49;58
2012.06.23.;19;24;47;60;88
2012.06.16.;19;26;53;60;89
2012.06.09.;14;21;22;58;64
2012.06.02.;18;20;30;42;51
2012.05.26.;23;30;45;56;71
2012.05.19.;11;36;43;63;66
2012.05.12.;1;25;27;69;81
2012.05.05.;21;36;68;69;87
2012.04.28.;1;6;23;46;50
2012.04.21.;24;25;43;60;85
2012.04.14.;1;23;39;50;65
2012.04.07.;35;75;80;84;86
2012.03.31.;15;17;68;71;89
2012.03.24.;5;44;63;73;83
2012.03.17.;39;45;57;77;81
2012.03.10.;45;67;69;76;88
2012.03.03.;2;18;43;48;53
2012.02.25.;7;18;59;60;65
2012.02.18.;3;29;66;79;83
2012.02.11.;40;54;60;64;65
2012.02.04.;4;15;24;78;82
2012.01.28.;7;21;48;55;82
2012.01.21.;10;30;44;65;66
2012.01.14.;12;41;59;61;66
2012.01.07.;45;56;65;81;83
2012.01.01.;19;32;36;52;76
2011.12.25.;12;18;25;40;67
2011.12.17.;2;4;61;62;89
2011.12.10.;4;24;32;46;84
2011.12.03.;9;18;45;57;71
2011.11.26.;2;6;34;35;76
2011.11.19.;4;34;48;66;83
2011.11.12.;6;11;40;47;86
2011.11.05.;6;26;27;33;75
2011.10.29.;4;26;67;68;71
2011.10.22.;24;37;39;48;74
2011.10.15.;1;4;40;57;70
2011.10.08.;33;59;63;76;84
2011.10.01.;4;22;32;33;35
2011.09.24.;3;20;27;42;51
2011.09.17.;16;50;74;76;78
2011.09.10.;35;57;74;84;87
2011.09.03.;7;10;56;58;84
2011.08.27.;35;59;78;85;88
2011.08.20.;23;65;75;84;88
2011.08.13.;20;56;63;68;84
2011.08.06.;7;14;50;68;90
2011.07.30.;28;50;64;79;82
2011.07.23.;28;55;57;82;83
2011.07.16.;4;20;43;52;85
2011.07.09.;37;50;65;87;89
2011.07.02.;2;22;36;60;76
2011.06.25.;15;52;55;71;83
2011.06.18.;15;20;37;42;51
2011.06.11.;11;42;45;63;76
2011.06.04.;2;13;72;83;84
2011.05.28.;9;33;42;68;74
2011.05.21.;8;10;51;59;74
2011.05.14.;22;29;40;48;86
2011.05.07.;6;22;23;47;84
2011.04.30.;26;39;41;84;88
2011.04.23.;1;19;34;51;67
2011.04.16.;35;60;74;77;84
2011.04.09.;2;34;66;77;82
2011.04.02.;24;29;53;71;72
2011.03.26.;40;54;73;81;85
2011.03.19.;18;41;42;52;89
2011.03.12.;17;31;32;53;72
2011.03.05.;1;56;69;75;76
2011.02.26.;5;22;51;70;72
2011.02.19.;15;38;66;70;76
2011.02.12.;5;15;36;73;75
2011.02.05.;1;2;18;58;74
2011.01.29.;12;21;33;57;59
2011.01.22.;26;39;70;71;82
2011.01.15.;3;10;48;61;76
2011.01.08.;5;30;55;70;85
2011.01.01.;4;8;31;81;83
2010.12.25.;4;17;70;71;75
2010.12.18.;11;30;63;66;84
2010.12.11.;4;28;38;69;72
2010.12.04.;37;45;48;52;74
2010.11.27.;2;60;66;73;84
2010.11.20.;24;26;39;40;78
2010.11.13.;1;15;22;50;80
2010.11.06.;15;41;43;45;89
2010.10.30.;6;28;38;49;69
2010.10.23.;12;23;30;33;61
2010.10.16.;2;8;38;44;50
2010.10.09.;10;29;62;74;83
2010.10.02.;13;19;31;53;73
2010.09.25.;26;30;36;41;81
2010.09.18.;1;7;14;35;43
2010.09.11.;25;32;36;43;63
2010.09.04.;15;37;46;55;59
2010.08.28.;3;11;16;22;87
2010.08.21.;13;19;26;53;73
2010.08.14.;39;42;47;81;89
2010.08.07.;2;9;11;37;46
2010.07.31.;1;3;38;63;72
2010.07.24.;11;23;32;66;73
2010.07.17.;25;49;76;78;85
2010.07.10.;3;53;73;76;89
2010.07.03.;14;17;21;28;50
2010.06.26.;11;18;26;67;83
2010.06.19.;4;44;65;73;89
2010.06.12.;31;46;70;74;78
2010.06.05.;9;18;76;85;90
2010.05.29.;17;19;29;36;78
2010.05.22.;4;6;52;77;78
2010.05.15.;15;37;51;83;86
2010.05.08.;2;30;50;72;84
2010.05.01.;24;52;58;61;78
2010.04.24.;1;10;42;55;73
2010.04.17.;18;36;49;64;80
2010.04.10.;18;23;45;53;64
2010.04.03.;28;38;55;68;82
2010.03.27.;8;22;53;63;71
2010.03.20.;10;61;71;77;83
2010.03.13.;1;29;50;55;70
2010.03.06.;20;24;61;86;90
2010.02.27.;9;24;54;79;82
2010.02.20.;4;9;29;64;65
2010.02.13.;13;26;27;30;45
2010.02.06.;12;38;39;57;79
2010.01.30.;3;16;31;52;53
2010.01.23.;8;9;54;69;87
2010.01.16.;25;35;42;57;87
2010.01.09.;13;17;42;43;46
2010.01.02.;5;42;46;71;81
2009.12.26.;4;22;68;72;82
2009.12.19.;6;28;33;41;45
2009.12.12.;3;25;48;55;80
2009.12.05.;21;38;46;61;65
2009.11.28.;15;19;45;63;68
2009.11.21.;60;73;75;82;86
2009.11.14.;55;61;63;86;90
2009.11.07.;6;32;57;66;77
2009.10.31.;5;35;47;66;78
2009.10.24.;18;19;54;57;84
2009.10.17.;4;27;29;62;72
2009.10.10.;15;28;51;52;73
2009.10.03.;1;6;8;59;71
2009.09.26.;16;24;33;54;84
2009.09.19.;9;16;26;73;75
2009.09.12.;1;11;21;29;81
2009.09.05.;9;14;15;26;45
2009.08.29.;9;12;35;56;58
2009.08.22.;11;34;41;56;69
2009.08.15.;4;43;61;77;80
2009.08.08.;1;2;16;51;90
2009.08.01.;15;23;41;67;73
2009.07.25.;25;29;48;66;89
2009.07.18.;1;6;20;33;38
2009.07.11.;4;28;58;59;85
2009.07.04.;2;54;66;78;81
2009.06.27.;4;9;13;32;70
2009.06.20.;3;4;32;83;90
2009.06.13.;1;7;17;40;81
2009.06.06.;31;37;66;73;77
2009.05.30.;25;66;76;77;90
2009.05.23.;1;13;33;46;54
2009.05.16.;2;38;44;61;76
2009.05.09.;27;33;38;71;81
2009.05.02.;10;16;29;34;42
2009.04.25.;20;43;53;54;58
2009.04.19.;17;21;57;62;71
2009.04.11.;4;7;31;54;57
2009.04.04.;7;11;15;66;79
2009.03.28.;14;32;53;70;86
2009.03.21.;20;44;52;74;85
2009.03.14.;26;31;33;36;37
2009.03.07.;11;25;57;79;86
2009.02.28.;7;22;79;86;88
2009.02.21.;5;19;26;62;64
2009.02.14.;4;16;22;39;69
2009.02.07.;18;22;29;47;51
2009.01.31.;27;43;53;74;75
2009.01.24.;2;29;31;43;85
2009.01.17.;16;43;48;76;86
2009.01.10.;4;41;56;84;85
2009.01.03.;9;12;36;51;60
2008.12.27.;26;34;66;67;83
2008.12.20.;1;23;24;39;62
2008.12.13.;1;15;43;44;51
2008.12.06.;11;24;31;60;84
2008.11.29.;10;13;28;52;65
2008.11.22.;9;13;16;39;67
2008.11.15.;9;13;29;33;64
2008.11.08.;9;22;24;49;88
2008.11.01.;2;9;39;69;75
2008.10.25.;5;14;36;46;54
2008.10.18.;31;52;55;59;62
2008.10.11.;11;27;69;72;77
2008.10.04.;1;25;38;71;74
2008.09.27.;33;45;57;73;88
2008.09.20.;22;31;53;67;84
2008.09.13.;34;41;61;76;84
2008.09.06.;22;23;31;42;73
2008.08.30.;3;40;57;75;83
2008.08.23.;11;20;44;46;88
2008.08.16.;7;16;33;65;78
2008.08.09.;1;33;42;65;70
2008.08.02.;2;38;40;50;84
2008.07.26.;32;37;48;70;87
2008.07.19.;14;24;64;74;81
2008.07.12.;2;23;26;27;50
2008.07.05.;20;27;63;81;82
2008.06.28.;4;7;56;71;83
2008.06.21.;5;16;30;50;55
2008.06.14.;3;15;16;56;89
2008.06.07.;27;33;39;65;83
2008.05.31.;4;8;18;86;89
2008.05.24.;3;11;28;43;75
2008.05.17.;53;57;62;82;90
2008.05.10.;4;44;47;63;89
2008.05.03.;10;53;54;65;71
2008.04.26.;7;8;24;56;85
2008.04.19.;11;36;38;79;89
2008.04.12.;29;55;64;77;87
2008.04.05.;16;51;69;78;87
2008.03.29.;10;14;28;35;41
2008.03.22.;9;29;57;69;74
2008.03.15.;10;34;42;66;85
2008.03.08.;10;23;29;58;65
2008.03.01.;11;13;49;57;60
2008.02.23.;12;27;44;52;57
2008.02.16.;2;24;26;34;88
2008.02.09.;14;16;28;46;58
2008.02.02.;3;18;20;71;81
2008.01.26.;10;23;61;68;72
2008.01.19.;5;24;59;62;86
2008.01.12.;18;42;45;72;80
2008.01.05.;4;14;27;38;41
2007.12.29.;9;12;15;49;66
2007.12.22.;15;17;34;80;90
2007.12.15.;11;13;18;39;76
2007.12.08.;40;50;70;73;89
2007.12.01.;6;27;60;71;82
2007.11.24.;4;21;26;71;83
2007.11.17.;9;34;50;63;90
2007.11.10.;1;15;26;55;59
2007.11.03.;15;22;23;70;88
2007.10.27.;28;34;36;42;86
2007.10.20.;25;30;40;55;74
2007.10.13.;11;21;32;84;85
2007.10.06.;1;18;30;69;90
2007.09.29.;25;38;51;55;85
2007.09.22.;27;37;39;57;66
2007.09.15.;9;35;42;87;88
2007.09.08.;2;4;17;25;41
2007.09.01.;3;11;24;35;77
2007.08.25.;17;26;57;59;78
2007.08.18.;28;30;35;46;83
2007.08.11.;1;3;47;76;78
2007.08.04.;40;46;63;71;77
2007.07.28.;13;14;39;81;87
2007.07.21.;20;41;44;68;71
2007.07.14.;24;56;73;89;90
2007.07.07.;21;24;26;35;71
2007.06.30.;9;62;69;83;90
2007.06.23.;10;16;25;36;56
2007.06.16.;19;29;47;54;83
2007.06.09.;31;44;71;73;82
2007.06.02.;11;24;42;59;78
2007.05.26.;1;6;18;35;79
2007.05.19.;46;65;75;84;85
2007.05.12.;52;54;72;77;83
2007.05.05.;9;14;21;55;77
2007.04.28.;21;41;45;49;63
2007.04.21.;3;10;14;30;63
2007.04.14.;14;30;47;58;77
2007.04.07.;14;20;30;55;75
2007.03.31.;7;49;63;64;72
2007.03.24.;13;49;66;75;79
2007.03.17.;22;39;49;60;70
2007.03.10.;11;24;38;39;81
2007.03.03.;18;36;65;79;89
2007.02.24.;8;13;39;43;63
2007.02.17.;16;22;62;79;90
2007.02.10.;1;8;34;74;86
2007.02.03.;14;23;72;85;86
2007.01.27.;2;32;47;61;67
2007.01.20.;16;43;56;57;86
2007.01.13.;45;54;79;81;82
2007.01.06.;27;36;37;55;57
2006.12.30.;5;21;35;62;76
2006.12.23.;52;54;65;72;88
2006.12.16.;14;41;48;50;52
2006.12.10.;4;27;29;74;85
2006.12.02.;20;25;31;60;79
2006.11.25.;5;13;21;27;81
2006.11.18.;14;27;40;52;74
2006.11.11.;25;42;48;73;87
2006.11.05.;15;17;37;48;57
2006.10.28.;5;24;30;44;57
2006.10.21.;1;6;14;18;88
2006.10.14.;3;39;40;82;83
2006.10.07.;25;38;40;55;76
2006.09.30.;11;12;35;61;76
2006.09.23.;13;37;51;59;61
2006.09.16.;19;21;42;73;87
2006.09.09.;4;12;45;65;66
2006.09.02.;17;38;39;55;85
2006.08.26.;16;35;54;65;68
2006.08.19.;17;18;66;73;90
2006.08.12.;15;22;63;81;89
2006.08.05.;13;16;46;65;69
2006.07.29.;34;45;76;77;83
2006.07.22.;36;44;47;83;89
2006.07.15.;2;15;29;73;75
2006.07.08.;4;17;19;53;61
2006.07.01.;11;62;69;74;90
2006.06.24.;38;49;73;78;83
2006.06.17.;11;17;69;71;80
2006.06.10.;1;29;34;73;88
2006.06.03.;15;28;35;65;73
2006.05.27.;9;22;55;70;79
2006.05.20.;10;24;51;57;76
2006.05.13.;12;22;28;56;60
2006.05.06.;15;23;34;44;67
2006.04.29.;8;11;13;21;43
2006.04.22.;3;10;66;69;82
2006.04.15.;24;28;34;49;56
2006.04.08.;9;29;38;80;86
2006.04.01.;8;46;56;79;84
2006.03.25.;13;35;61;64;66
2006.03.18.;50;53;63;79;86
2006.03.11.;9;33;61;72;90
2006.03.04.;44;71;73;76;84
2006.02.25.;3;7;8;16;59
2006.02.18.;19;27;40;80;87
2006.02.11.;52;55;56;64;81
2006.02.04.;21;45;52;69;83
2006.01.28.;13;63;65;66;74
2006.01.21.;1;33;49;56;69
2006.01.14.;35;36;42;47;60
2006.01.07.;5;19;21;44;69
2006.01.01.;13;35;39;42;58
2005.12.25.;6;19;31;72;81
2005.12.17.;3;18;19;60;79
2005.12.10.;7;11;16;50;86
2005.12.03.;38;45;56;63;78
2005.11.26.;5;30;72;87;88
2005.11.19.;5;14;15;56;79
2005.11.12.;36;40;52;79;80
2005.11.05.;15;22;28;41;57
2005.10.29.;33;37;40;51;52
2005.10.22.;4;51;66;74;83
2005.10.15.;34;44;55;62;75
2005.10.08.;3;19;50;59;70
2005.10.01.;31;44;55;67;73
2005.09.24.;8;36;44;55;76
2005.09.17.;3;33;53;60;61
2005.09.10.;4;16;22;48;88
2005.09.03.;17;18;40;42;58
2005.08.27.;4;32;34;36;78
2005.08.20.;22;32;51;75;83
2005.08.13.;2;9;28;30;78
2005.08.06.;3;31;39;73;81
2005.07.30.;6;15;36;38;75
2005.07.23.;11;12;28;64;81
2005.07.16.;4;10;37;42;51
2005.07.09.;12;17;45;59;75
2005.07.02.;17;24;47;68;84
2005.06.25.;7;24;36;57;70
2005.06.18.;18;35;56;88;90
2005.06.11.;4;29;33;44;73
2005.06.04.;27;36;57;71;86
2005.05.28.;7;8;69;80;84
2005.05.21.;14;16;32;53;54
